sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
2BT-E20|BROWN|LARGE,,Default,simple,,base,"All My Life Lace Dress Extender - BROWN - LARGE",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-brown-large-2bt-e20-brown-large,,,,/2bt-e20-brown-front.jpg,,/2bt-e20-brown-front.jpg,,/2bt-e20-brown-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Brown,color_filter=Brown,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - BROWN - LARGE,last_import_date=4/4/17, 7:00 PM,size=Large,website_sku=E20",2.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,/2bt-e20-brown-front.jpg,"All My Life Lace Dress Extender - BROWN - LARGE Front",,,,,,,,,,
2BT-E20|CHARCOAL|LARGE,,Default,simple,,base,"All My Life Lace Dress Extender - CHARCOAL - LARGE",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-charcoal-large-2bt-e20-charcoal-large,,,,/2bt-e20-charcoal-front.jpg,,/2bt-e20-charcoal-front.jpg,,/2bt-e20-charcoal-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Charcoal,color_filter=Gray,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - CHARCOAL - LARGE,last_import_date=4/4/17, 7:00 PM,size=Large,website_sku=E20",9.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-charcoal-front.jpg,/2bt-e20-charcoal-front.jpg,/2bt-e20-charcoal-front.jpg","All My Life Lace Dress Extender - CHARCOAL - LARGE Front,All My Life Lace Dress Extender - CHARCOAL - MEDIUM Front,All My Life Lace Dress Extender - CHARCOAL - SMALL Front",,,,,,,,,,
2BT-E20|CHARCOAL|MEDIUM,,Default,simple,,base,"All My Life Lace Dress Extender - CHARCOAL - MEDIUM",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-charcoal-medium-2bt-e20-charcoal-medium,,,,/2bt-e20-charcoal-front.jpg,,/2bt-e20-charcoal-front.jpg,,/2bt-e20-charcoal-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Charcoal,color_filter=Gray,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - CHARCOAL - MEDIUM,last_import_date=4/4/17, 7:00 PM,size=Medium,website_sku=E20",9.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-charcoal-front.jpg,/2bt-e20-charcoal-front.jpg,/2bt-e20-charcoal-front.jpg","All My Life Lace Dress Extender - CHARCOAL - LARGE Front,All My Life Lace Dress Extender - CHARCOAL - MEDIUM Front,All My Life Lace Dress Extender - CHARCOAL - SMALL Front",,,,,,,,,,
2BT-E20|CHARCOAL|SMALL,,Default,simple,,base,"All My Life Lace Dress Extender - CHARCOAL - SMALL",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-charcoal-small-2bt-e20-charcoal-small,,,,/2bt-e20-charcoal-front.jpg,,/2bt-e20-charcoal-front.jpg,,/2bt-e20-charcoal-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Charcoal,color_filter=Gray,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - CHARCOAL - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=E20",9.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-charcoal-front.jpg,/2bt-e20-charcoal-front.jpg,/2bt-e20-charcoal-front.jpg","All My Life Lace Dress Extender - CHARCOAL - LARGE Front,All My Life Lace Dress Extender - CHARCOAL - MEDIUM Front,All My Life Lace Dress Extender - CHARCOAL - SMALL Front",,,,,,,,,,
2BT-E20|IVORY|MEDIUM,,Default,simple,,base,"All My Life Lace Dress Extender - IVORY - MEDIUM",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-ivory-medium-2bt-e20-ivory-medium,,,,/2bt-e20-ivory-front.jpg,,/2bt-e20-ivory-front.jpg,,/2bt-e20-ivory-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 6:00 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Ivory,color_filter=Ivory,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - IVORY - MEDIUM,last_import_date=4/4/17, 7:00 PM,size=Medium,website_sku=E20",1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-ivory-front.jpg,/2bt-e20-ivory-front.jpg","All My Life Lace Dress Extender - IVORY - MEDIUM Front,All My Life Lace Dress Extender - IVORY - SMALL Front",,,,,,,,,,
2BT-E20|IVORY|SMALL,,Default,simple,,base,"All My Life Lace Dress Extender - IVORY - SMALL",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-ivory-small-2bt-e20-ivory-small,,,,/2bt-e20-ivory-front.jpg,,/2bt-e20-ivory-front.jpg,,/2bt-e20-ivory-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Ivory,color_filter=Ivory,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - IVORY - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=E20",2.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-ivory-front.jpg,/2bt-e20-ivory-front.jpg","All My Life Lace Dress Extender - IVORY - MEDIUM Front,All My Life Lace Dress Extender - IVORY - SMALL Front",,,,,,,,,,
2BT-E20|NAVY|LARGE,,Default,simple,,base,"All My Life Lace Dress Extender - NAVY - LARGE",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-navy-large-2bt-e20-navy-large,,,,/2bt-e20-navy-front.jpg,,/2bt-e20-navy-front.jpg,,/2bt-e20-navy-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Navy,color_filter=Blue,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - NAVY - LARGE,last_import_date=4/4/17, 7:00 PM,size=Large,website_sku=E20",9.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-navy-front.jpg,/2bt-e20-navy-front.jpg,/2bt-e20-navy-front.jpg","All My Life Lace Dress Extender - NAVY - LARGE Front,All My Life Lace Dress Extender - NAVY - MEDIUM Front,All My Life Lace Dress Extender - NAVY - SMALL Front",,,,,,,,,,
2BT-E20|NAVY|MEDIUM,,Default,simple,,base,"All My Life Lace Dress Extender - NAVY - MEDIUM",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-navy-medium-2bt-e20-navy-medium,,,,/2bt-e20-navy-front.jpg,,/2bt-e20-navy-front.jpg,,/2bt-e20-navy-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Navy,color_filter=Blue,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - NAVY - MEDIUM,last_import_date=4/4/17, 7:00 PM,size=Medium,website_sku=E20",3.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-navy-front.jpg,/2bt-e20-navy-front.jpg,/2bt-e20-navy-front.jpg","All My Life Lace Dress Extender - NAVY - LARGE Front,All My Life Lace Dress Extender - NAVY - MEDIUM Front,All My Life Lace Dress Extender - NAVY - SMALL Front",,,,,,,,,,
2BT-E20|NAVY|SMALL,,Default,simple,,base,"All My Life Lace Dress Extender - NAVY - SMALL",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-navy-small-2bt-e20-navy-small,,,,/2bt-e20-navy-front.jpg,,/2bt-e20-navy-front.jpg,,/2bt-e20-navy-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Navy,color_filter=Blue,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - NAVY - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=E20",8.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-navy-front.jpg,/2bt-e20-navy-front.jpg,/2bt-e20-navy-front.jpg","All My Life Lace Dress Extender - NAVY - LARGE Front,All My Life Lace Dress Extender - NAVY - MEDIUM Front,All My Life Lace Dress Extender - NAVY - SMALL Front",,,,,,,,,,
2BT-E20|RED|LARGE,,Default,simple,,base,"All My Life Lace Dress Extender - RED - LARGE",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-red-large-2bt-e20-red-large,,,,/2bt-e20-red-front.jpg,,/2bt-e20-red-front.jpg,,/2bt-e20-red-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Red,color_filter=Red,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - RED - LARGE,last_import_date=4/4/17, 7:00 PM,size=Large,website_sku=E20",11.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-red-front.jpg,/2bt-e20-red-front.jpg,/2bt-e20-red-front.jpg","All My Life Lace Dress Extender - RED - LARGE Front,All My Life Lace Dress Extender - RED - MEDIUM Front,All My Life Lace Dress Extender - RED - SMALL Front",,,,,,,,,,
2BT-E20|RED|MEDIUM,,Default,simple,,base,"All My Life Lace Dress Extender - RED - MEDIUM",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-red-medium-2bt-e20-red-medium,,,,/2bt-e20-red-front.jpg,,/2bt-e20-red-front.jpg,,/2bt-e20-red-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Red,color_filter=Red,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - RED - MEDIUM,last_import_date=4/4/17, 7:00 PM,size=Medium,website_sku=E20",12.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-red-front.jpg,/2bt-e20-red-front.jpg,/2bt-e20-red-front.jpg","All My Life Lace Dress Extender - RED - LARGE Front,All My Life Lace Dress Extender - RED - MEDIUM Front,All My Life Lace Dress Extender - RED - SMALL Front",,,,,,,,,,
2BT-E20|RED|SMALL,,Default,simple,,base,"All My Life Lace Dress Extender - RED - SMALL",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-red-small-2bt-e20-red-small,,,,/2bt-e20-red-front.jpg,,/2bt-e20-red-front.jpg,,/2bt-e20-red-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Red,color_filter=Red,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - RED - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=E20",11.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-red-front.jpg,/2bt-e20-red-front.jpg,/2bt-e20-red-front.jpg","All My Life Lace Dress Extender - RED - LARGE Front,All My Life Lace Dress Extender - RED - MEDIUM Front,All My Life Lace Dress Extender - RED - SMALL Front",,,,,,,,,,
2BT-E20|TAUPE|LARGE,,Default,simple,,base,"All My Life Lace Dress Extender - TAUPE - LARGE",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-taupe-large-2bt-e20-taupe-large,,,,/2bt-e20-taupe-front.jpg,,/2bt-e20-taupe-front.jpg,,/2bt-e20-taupe-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Taupe,color_filter=Brown,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - TAUPE - LARGE,last_import_date=4/4/17, 7:00 PM,size=Large,website_sku=E20",10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-taupe-front.jpg,/2bt-e20-taupe-front.jpg,/2bt-e20-taupe-front.jpg","All My Life Lace Dress Extender - TAUPE - LARGE Front,All My Life Lace Dress Extender - TAUPE - MEDIUM Front,All My Life Lace Dress Extender - TAUPE - SMALL Front",,,,,,,,,,
2BT-E20|TAUPE|MEDIUM,,Default,simple,,base,"All My Life Lace Dress Extender - TAUPE - MEDIUM",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-taupe-medium-2bt-e20-taupe-medium,,,,/2bt-e20-taupe-front.jpg,,/2bt-e20-taupe-front.jpg,,/2bt-e20-taupe-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Taupe,color_filter=Brown,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - TAUPE - MEDIUM,last_import_date=4/4/17, 7:00 PM,size=Medium,website_sku=E20",10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-taupe-front.jpg,/2bt-e20-taupe-front.jpg,/2bt-e20-taupe-front.jpg","All My Life Lace Dress Extender - TAUPE - LARGE Front,All My Life Lace Dress Extender - TAUPE - MEDIUM Front,All My Life Lace Dress Extender - TAUPE - SMALL Front",,,,,,,,,,
2BT-E20|TAUPE|SMALL,,Default,simple,,base,"All My Life Lace Dress Extender - TAUPE - SMALL",,,,1,"Taxable Goods","Not Visible Individually",18.0000,,,,all-my-life-lace-dress-extender-taupe-small-2bt-e20-taupe-small,,,,/2bt-e20-taupe-front.jpg,,/2bt-e20-taupe-front.jpg,,/2bt-e20-taupe-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Taupe,color_filter=Brown,dfw_parent_ids=7916,display_name=All My Life Lace Dress Extender - TAUPE - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=E20",10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-e20-taupe-front.jpg,/2bt-e20-taupe-front.jpg,/2bt-e20-taupe-front.jpg","All My Life Lace Dress Extender - TAUPE - LARGE Front,All My Life Lace Dress Extender - TAUPE - MEDIUM Front,All My Life Lace Dress Extender - TAUPE - SMALL Front",,,,,,,,,,
2BT-GABBY|1023-BRN/ORA|SMALL,,Default,simple,,base,"Have it All Top - 1023-BRN/ORA - SMALL",,,,1,"Taxable Goods","Not Visible Individually",33.0000,,,,have-it-all-top-1023-brn-ora-small-2bt-gabby-1023-brn-ora-small,,,,/2bt-gabby-1023-brn-ora-front.jpg,,/2bt-gabby-1023-brn-ora-front.jpg,,/2bt-gabby-1023-brn-ora-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Brown/Orange #1023,color_filter=Brown,dfw_parent_ids=7932,display_name=Have it All Top - 1023-BRN/ORA - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=GABBY",6.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,/2bt-gabby-1023-brn-ora-front.jpg,"Have it All Top - 1023-BRN/ORA - SMALL Front",,,,,,,,,,
2BT-GABBY|1033-BLK/CORAL|LARGE,,Default,simple,,base,"Have it All Top - 1033-BLK/CORAL - LARGE",,,,1,"Taxable Goods","Not Visible Individually",33.0000,,,,have-it-all-top-1033-blk-coral-large-2bt-gabby-1033-blk-coral-large,,,,/2bt-gabby-1033-blk-coral-front.jpg,,/2bt-gabby-1033-blk-coral-front.jpg,,/2bt-gabby-1033-blk-coral-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Black/Coral #1033,color_filter=Black,dfw_parent_ids=7932,display_name=Have it All Top - 1033-BLK/CORAL - LARGE,last_import_date=4/4/17, 7:00 PM,size=Large,website_sku=GABBY",2.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-gabby-1033-blk-coral-front.jpg,/2bt-gabby-1033-blk-coral-front.jpg,/2bt-gabby-1033-blk-coral-front.jpg","Have it All Top - 1033-BLK/CORAL - LARGE Front,Have it All Top - 1033-BLK/CORAL - MEDIUM Front,Have it All Top - 1033-BLK/CORAL - SMALL Front",,,,,,,,,,
2BT-GABBY|1033-BLK/CORAL|MEDIUM,,Default,simple,,base,"Have it All Top - 1033-BLK/CORAL - MEDIUM",,,,1,"Taxable Goods","Not Visible Individually",33.0000,,,,have-it-all-top-1033-blk-coral-medium-2bt-gabby-1033-blk-coral-medium,,,,/2bt-gabby-1033-blk-coral-front.jpg,,/2bt-gabby-1033-blk-coral-front.jpg,,/2bt-gabby-1033-blk-coral-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Black/Coral #1033,color_filter=Black,dfw_parent_ids=7932,display_name=Have it All Top - 1033-BLK/CORAL - MEDIUM,last_import_date=4/4/17, 7:00 PM,size=Medium,website_sku=GABBY",7.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-gabby-1033-blk-coral-front.jpg,/2bt-gabby-1033-blk-coral-front.jpg,/2bt-gabby-1033-blk-coral-front.jpg","Have it All Top - 1033-BLK/CORAL - LARGE Front,Have it All Top - 1033-BLK/CORAL - MEDIUM Front,Have it All Top - 1033-BLK/CORAL - SMALL Front",,,,,,,,,,
2BT-GABBY|1033-BLK/CORAL|SMALL,,Default,simple,,base,"Have it All Top - 1033-BLK/CORAL - SMALL",,,,1,"Taxable Goods","Not Visible Individually",33.0000,,,,have-it-all-top-1033-blk-coral-small-2bt-gabby-1033-blk-coral-small,,,,/2bt-gabby-1033-blk-coral-front.jpg,,/2bt-gabby-1033-blk-coral-front.jpg,,/2bt-gabby-1033-blk-coral-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Black/Coral #1033,color_filter=Black,dfw_parent_ids=7932,display_name=Have it All Top - 1033-BLK/CORAL - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=GABBY",13.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-gabby-1033-blk-coral-front.jpg,/2bt-gabby-1033-blk-coral-front.jpg,/2bt-gabby-1033-blk-coral-front.jpg","Have it All Top - 1033-BLK/CORAL - LARGE Front,Have it All Top - 1033-BLK/CORAL - MEDIUM Front,Have it All Top - 1033-BLK/CORAL - SMALL Front",,,,,,,,,,
2BT-GABBY|1106-CHAR/RED|SMALL,,Default,simple,,base,"Have it All Top - 1106-CHAR/RED - SMALL",,,,1,"Taxable Goods","Not Visible Individually",33.0000,,,,have-it-all-top-1106-char-red-small-2bt-gabby-1106-char-red-small,,,,/2bt-gabby-1106-char-red-front.jpg,,/2bt-gabby-1106-char-red-front.jpg,,/2bt-gabby-1106-char-red-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Charcoal/Red #1106,color_filter=Gray,dfw_parent_ids=7932,display_name=Have it All Top - 1106-CHAR/RED - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=GABBY",2.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,/2bt-gabby-1106-char-red-front.jpg,"Have it All Top - 1106-CHAR/RED - SMALL Front",,,,,,,,,,
2BT-GABBY|1122-OLIVE/IVY|SMALL,,Default,simple,,base,"Have it All Top - 1122-OLIVE/IVY - SMALL",,,,1,"Taxable Goods","Not Visible Individually",33.0000,,,,have-it-all-top-1122-olive-ivy-small-2bt-gabby-1122-olive-ivy-small,,,,/2bt-gabby-1122-olive-ivy-front.jpg,,/2bt-gabby-1122-olive-ivy-front.jpg,,/2bt-gabby-1122-olive-ivy-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 9:15 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Olive/Ivy #1122,color_filter=Green,dfw_parent_ids=7932,display_name=Have it All Top - 1122-OLIVE/IVY - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=GABBY",8.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,/2bt-gabby-1122-olive-ivy-front.jpg,"Have it All Top - 1122-OLIVE/IVY - SMALL Front",,,,,,,,,,
2BT-GABBY|1137-COR/MNT|MEDIUM,,Default,simple,,base,"Have it All Top - 1137-COR/MNT - MEDIUM",,,,1,"Taxable Goods","Not Visible Individually",33.0000,,,,have-it-all-top-1137-cor-mnt-medium-2bt-gabby-1137-cor-mnt-medium,,,,/2bt-gabby-1137-cor-mnt-front.jpg,,/2bt-gabby-1137-cor-mnt-front.jpg,,/2bt-gabby-1137-cor-mnt-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 6:00 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Coral/Mint #1137,color_filter=Orange,dfw_parent_ids=7932,display_name=Have it All Top - 1137-COR/MNT - MEDIUM,last_import_date=4/4/17, 7:00 PM,size=Medium,website_sku=GABBY",0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-gabby-1137-cor-mnt-front.jpg,/2bt-gabby-1137-cor-mnt-front.jpg","Have it All Top - 1137-COR/MNT - MEDIUM Front,Have it All Top - 1137-COR/MNT - SMALL Front",,,,,,,,,,
2BT-GABBY|1137-COR/MNT|SMALL,,Default,simple,,base,"Have it All Top - 1137-COR/MNT - SMALL",,,,1,"Taxable Goods","Not Visible Individually",33.0000,,,,have-it-all-top-1137-cor-mnt-small-2bt-gabby-1137-cor-mnt-small,,,,/2bt-gabby-1137-cor-mnt-front.jpg,,/2bt-gabby-1137-cor-mnt-front.jpg,,/2bt-gabby-1137-cor-mnt-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 6:00 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Coral/Mint #1137,color_filter=Orange,dfw_parent_ids=7932,display_name=Have it All Top - 1137-COR/MNT - SMALL,last_import_date=4/4/17, 7:00 PM,size=Small,website_sku=GABBY",1.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-gabby-1137-cor-mnt-front.jpg,/2bt-gabby-1137-cor-mnt-front.jpg","Have it All Top - 1137-COR/MNT - MEDIUM Front,Have it All Top - 1137-COR/MNT - SMALL Front",,,,,,,,,,
2BT-GABBY|1162-NAVY/TAUPE|LARGE,,Default,simple,,base,"Have it All Top - 1162-NAVY/TAUPE - LARGE",,,,1,"Taxable Goods","Not Visible Individually",33.0000,,,,have-it-all-top-1162-navy-taupe-large-2bt-gabby-1162-navy-taupe-large,,,,/2bt-gabby-1162-navy-taupe-front.jpg,,/2bt-gabby-1162-navy-taupe-front.jpg,,/2bt-gabby-1162-navy-taupe-front.jpg,,,,"3/26/17, 8:34 PM","4/5/17, 6:00 AM",,,"Block after Info Column",,,,,,,,,,,,,"color=Navy/Taupe #1162,color_filter=Blue,dfw_parent_ids=7932,display_name=Have it All Top - 1162-NAVY/TAUPE - LARGE,last_import_date=4/4/17, 7:00 PM,size=Large,website_sku=GABBY",0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,1,1,1,0.0000,1,0,0,0,0,1,,,,,,,"/2bt-gabby-1162-navy-taupe-front.jpg,/2bt-gabby-1162-navy-taupe-front.jpg,/2bt-gabby-1162-navy-taupe-front.jpg","Have it All Top - 1162-NAVY/TAUPE - LARGE Front,Have it All Top - 1162-NAVY/TAUPE - MEDIUM Front,Have it All Top - 1162-NAVY/TAUPE - SMALL Front",,,,,,,,,,
